game_id,team,opponent,is_home,went_ot,goals_for,goals_against,reg_win,ot_win,reg_loss,ot_loss,points,win,loss,goal_diff
game_1025,vietnam,peru,1,1,2,3,0,0,0,1,1,0,1,-1
game_1026,serbia,china,1,0,1,7,0,0,1,0,0,0,1,-6
game_1027,mexico,guatemala,1,0,2,6,0,0,1,0,0,0,1,-4
game_1028,indonesia,mongolia,1,0,5,1,1,0,0,0,2,1,0,4
game_1029,morocco,singapore,1,0,5,2,1,0,0,0,2,1,0,3
game_103,uae,morocco,1,0,0,7,0,0,1,0,0,0,1,-7
game_1030,panama,pakistan,1,0,2,3,0,0,1,0,0,0,1,-1
game_1031,brazil,usa,1,0,2,1,1,0,0,0,2,1,0,1
game_1032,ethiopia,saudi_arabia,1,0,2,3,0,0,1,0,0,0,1,-1
game_1033,serbia,oman,1,0,3,2,1,0,0,0,2,1,0,1
game_1034,uk,usa,1,0,2,1,1,0,0,0,2,1,0,1
game_1035,south_korea,kazakhstan,1,0,7,2,1,0,0,0,2,1,0,5
game_1036,mongolia,morocco,1,1,4,5,0,0,0,1,1,0,1,-1
game_1037,iceland,netherlands,1,0,0,3,0,0,1,0,0,0,1,-3
game_1038,guatemala,canada,1,0,4,0,1,0,0,0,2,1,0,4
game_1039,germany,vietnam,1,0,6,1,1,0,0,0,2,1,0,5
game_104,france,saudi_arabia,1,0,4,3,1,0,0,0,2,1,0,1
game_1040,singapore,thailand,1,0,5,6,0,0,1,0,0,0,1,-1
game_1041,france,pakistan,1,1,3,4,0,0,0,1,1,0,1,-1
game_1042,china,peru,1,1,4,5,0,0,0,1,1,0,1,-1
game_1043,philippines,uae,1,1,3,4,0,0,0,1,1,0,1,-1
game_1044,brazil,mexico,1,0,4,3,1,0,0,0,2,1,0,1
game_1045,rwanda,panama,1,1,2,3,0,0,0,1,1,0,1,-1
game_1046,switzerland,india,1,0,1,2,0,0,1,0,0,0,1,-1
game_1047,thailand,brazil,1,0,1,2,0,0,1,0,0,0,1,-1
game_1048,mexico,france,1,0,2,3,0,0,1,0,0,0,1,-1
game_1049,uk,saudi_arabia,1,0,3,0,1,0,0,0,2,1,0,3
game_105,south_korea,mexico,1,0,4,3,1,0,0,0,2,1,0,1
game_1050,oman,indonesia,1,0,3,1,1,0,0,0,2,1,0,2
game_1051,peru,germany,1,0,4,5,0,0,1,0,0,0,1,-1
game_1052,new_zealand,guatemala,1,0,1,4,0,0,1,0,0,0,1,-3
game_1053,rwanda,mongolia,1,0,1,4,0,0,1,0,0,0,1,-3
game_1054,serbia,ethiopia,1,0,1,4,0,0,1,0,0,0,1,-3
game_1055,uae,china,1,1,4,5,0,0,0,1,1,0,1,-1
game_1056,usa,netherlands,1,1,4,5,0,0,0,1,1,0,1,-1
game_1057,pakistan,kazakhstan,1,0,3,0,1,0,0,0,2,1,0,3
game_1058,switzerland,canada,1,0,5,1,1,0,0,0,2,1,0,4
game_1059,singapore,south_korea,1,1,5,4,0,1,0,0,2,1,0,1
game_106,new_zealand,kazakhstan,1,0,2,1,1,0,0,0,2,1,0,1
game_1060,vietnam,panama,1,0,5,2,1,0,0,0,2,1,0,3
game_1061,morocco,philippines,1,0,4,2,1,0,0,0,2,1,0,2
game_1062,rwanda,singapore,1,0,0,3,0,0,1,0,0,0,1,-3
game_1063,serbia,saudi_arabia,1,0,5,4,1,0,0,0,2,1,0,1
game_1064,morocco,china,1,1,3,2,0,1,0,0,2,1,0,1
game_1065,panama,brazil,1,0,0,6,0,0,1,0,0,0,1,-6
game_1066,thailand,ethiopia,1,0,1,5,0,0,1,0,0,0,1,-4
game_1067,south_korea,india,1,0,3,7,0,0,1,0,0,0,1,-4
game_1068,mongolia,pakistan,1,0,2,1,1,0,0,0,2,1,0,1
game_1069,usa,canada,1,1,6,5,0,1,0,0,2,1,0,1
game_107,iceland,netherlands,1,1,2,1,0,1,0,0,2,1,0,1
game_1070,oman,uk,1,1,4,5,0,0,0,1,1,0,1,-1
game_1071,vietnam,mexico,1,0,3,4,0,0,1,0,0,0,1,-1
game_1072,switzerland,indonesia,1,1,3,4,0,0,0,1,1,0,1,-1
game_1073,iceland,germany,1,0,4,2,1,0,0,0,2,1,0,2
game_1074,netherlands,kazakhstan,1,0,4,1,1,0,0,0,2,1,0,3
game_1075,peru,new_zealand,1,0,6,1,1,0,0,0,2,1,0,5
game_1076,uae,france,1,0,4,2,1,0,0,0,2,1,0,2
game_1077,philippines,guatemala,1,0,1,2,0,0,1,0,0,0,1,-1
game_1078,kazakhstan,morocco,1,0,3,1,1,0,0,0,2,1,0,2
game_1079,iceland,oman,1,0,2,3,0,0,1,0,0,0,1,-1
game_108,uk,brazil,1,0,1,2,0,0,1,0,0,0,1,-1
game_1080,netherlands,rwanda,1,0,4,0,1,0,0,0,2,1,0,4
game_1081,india,singapore,1,0,0,3,0,0,1,0,0,0,1,-3
game_1082,china,ethiopia,1,1,6,5,0,1,0,0,2,1,0,1
game_1083,mexico,philippines,1,1,2,1,0,1,0,0,2,1,0,1
game_1084,pakistan,peru,1,0,2,0,1,0,0,0,2,1,0,2
game_1085,south_korea,mongolia,1,0,5,1,1,0,0,0,2,1,0,4
game_1086,serbia,saudi_arabia,1,0,3,2,1,0,0,0,2,1,0,1
game_1087,switzerland,guatemala,1,0,6,1,1,0,0,0,2,1,0,5
game_1088,panama,canada,1,0,11,3,1,0,0,0,2,1,0,8
game_1089,new_zealand,usa,1,1,4,3,0,1,0,0,2,1,0,1
game_109,south_korea,rwanda,1,0,4,5,0,0,1,0,0,0,1,-1
game_1090,vietnam,uk,1,0,1,0,1,0,0,0,2,1,0,1
game_1091,france,indonesia,1,0,6,3,1,0,0,0,2,1,0,3
game_1092,brazil,thailand,1,0,4,1,1,0,0,0,2,1,0,3
game_1093,uae,germany,1,0,3,2,1,0,0,0,2,1,0,1
game_1094,france,peru,1,1,2,3,0,0,0,1,1,0,1,-1
game_1095,iceland,brazil,1,0,0,2,0,0,1,0,0,0,1,-2
game_1096,india,new_zealand,1,0,2,0,1,0,0,0,2,1,0,2
game_1097,singapore,netherlands,1,0,5,1,1,0,0,0,2,1,0,4
game_1098,china,oman,1,0,7,3,1,0,0,0,2,1,0,4
game_1099,saudi_arabia,canada,1,0,6,1,1,0,0,0,2,1,0,5
game_11,panama,canada,1,0,5,1,1,0,0,0,2,1,0,4
game_110,switzerland,morocco,1,0,4,5,0,0,1,0,0,0,1,-1
game_1100,mongolia,serbia,1,0,2,5,0,0,1,0,0,0,1,-3
game_1101,indonesia,uk,1,0,3,2,1,0,0,0,2,1,0,1
game_1102,philippines,guatemala,1,0,2,1,1,0,0,0,2,1,0,1
game_1103,kazakhstan,ethiopia,1,1,3,4,0,0,0,1,1,0,1,-1
game_1104,mexico,pakistan,1,1,5,4,0,1,0,0,2,1,0,1
game_1105,usa,uae,1,0,6,0,1,0,0,0,2,1,0,6
game_1106,panama,south_korea,1,1,2,3,0,0,0,1,1,0,1,-1
game_1107,morocco,thailand,1,0,4,3,1,0,0,0,2,1,0,1
game_1108,vietnam,germany,1,1,5,4,0,1,0,0,2,1,0,1
game_1109,rwanda,switzerland,1,0,3,4,0,0,1,0,0,0,1,-1
game_111,oman,china,1,0,2,6,0,0,1,0,0,0,1,-4
game_1110,thailand,saudi_arabia,1,0,4,3,1,0,0,0,2,1,0,1
game_1111,china,germany,1,0,5,2,1,0,0,0,2,1,0,3
game_1112,morocco,kazakhstan,1,0,3,1,1,0,0,0,2,1,0,2
game_1113,pakistan,south_korea,1,0,7,5,1,0,0,0,2,1,0,2
game_1114,rwanda,mongolia,1,1,2,3,0,0,0,1,1,0,1,-1
game_1115,vietnam,serbia,1,0,2,3,0,0,1,0,0,0,1,-1
game_1116,philippines,ethiopia,1,0,1,3,0,0,1,0,0,0,1,-2
game_1117,new_zealand,brazil,1,0,4,3,1,0,0,0,2,1,0,1
game_1118,oman,switzerland,1,0,1,2,0,0,1,0,0,0,1,-1
game_1119,india,france,1,0,4,0,1,0,0,0,2,1,0,4
game_112,ethiopia,serbia,1,0,1,4,0,0,1,0,0,0,1,-3
game_1120,usa,peru,1,0,4,1,1,0,0,0,2,1,0,3
game_1121,panama,mexico,1,0,1,5,0,0,1,0,0,0,1,-4
game_1122,indonesia,singapore,1,0,3,2,1,0,0,0,2,1,0,1
game_1123,uae,iceland,1,1,2,3,0,0,0,1,1,0,1,-1
game_1124,netherlands,guatemala,1,0,8,1,1,0,0,0,2,1,0,7
game_1125,canada,uk,1,0,3,2,1,0,0,0,2,1,0,1
game_1126,india,thailand,1,0,3,1,1,0,0,0,2,1,0,2
game_1127,germany,morocco,1,0,3,4,0,0,1,0,0,0,1,-1
game_1128,saudi_arabia,philippines,1,1,2,3,0,0,0,1,1,0,1,-1
game_1129,ethiopia,brazil,1,0,3,2,1,0,0,0,2,1,0,1
game_113,saudi_arabia,iceland,1,0,1,2,0,0,1,0,0,0,1,-1
game_1130,france,uae,1,1,2,3,0,0,0,1,1,0,1,-1
game_1131,indonesia,guatemala,1,0,3,4,0,0,1,0,0,0,1,-1
game_1132,oman,rwanda,1,0,2,1,1,0,0,0,2,1,0,1
game_1133,kazakhstan,uk,1,0,3,2,1,0,0,0,2,1,0,1
game_1134,usa,netherlands,1,1,2,3,0,0,0,1,1,0,1,-1
game_1135,pakistan,serbia,1,0,5,1,1,0,0,0,2,1,0,4
game_1136,vietnam,panama,1,0,2,1,1,0,0,0,2,1,0,1
game_1137,peru,south_korea,1,0,1,2,0,0,1,0,0,0,1,-1
game_1138,mongolia,mexico,1,0,4,0,1,0,0,0,2,1,0,4
game_1139,china,iceland,1,0,2,4,0,0,1,0,0,0,1,-2
game_114,india,peru,1,0,2,0,1,0,0,0,2,1,0,2
game_1140,canada,new_zealand,1,1,3,2,0,1,0,0,2,1,0,1
game_1141,mexico,thailand,1,0,3,4,0,0,1,0,0,0,1,-1
game_1142,netherlands,pakistan,1,0,2,1,1,0,0,0,2,1,0,1
game_1143,rwanda,iceland,1,0,4,3,1,0,0,0,2,1,0,1
game_1144,ethiopia,panama,1,0,1,4,0,0,1,0,0,0,1,-3
game_1145,serbia,switzerland,1,0,1,5,0,0,1,0,0,0,1,-4
game_1146,saudi_arabia,vietnam,1,1,4,3,0,1,0,0,2,1,0,1
game_1147,mongolia,oman,1,0,7,5,1,0,0,0,2,1,0,2
game_1148,canada,uae,1,1,4,5,0,0,0,1,1,0,1,-1
game_1149,france,peru,1,0,2,8,0,0,1,0,0,0,1,-6
game_115,pakistan,mexico,1,0,1,0,1,0,0,0,2,1,0,1
game_1150,uk,india,1,0,1,4,0,0,1,0,0,0,1,-3
game_1151,kazakhstan,singapore,1,1,3,2,0,1,0,0,2,1,0,1
game_1152,morocco,germany,1,0,4,2,1,0,0,0,2,1,0,2
game_1153,china,philippines,1,0,3,1,1,0,0,0,2,1,0,2
game_1154,new_zealand,indonesia,1,0,2,3,0,0,1,0,0,0,1,-1
game_1155,brazil,south_korea,1,1,5,4,0,1,0,0,2,1,0,1
game_1156,uae,new_zealand,1,0,1,5,0,0,1,0,0,0,1,-4
game_1157,oman,saudi_arabia,1,0,4,3,1,0,0,0,2,1,0,1
game_1158,rwanda,uk,1,1,3,2,0,1,0,0,2,1,0,1
game_1159,thailand,indonesia,1,1,3,2,0,1,0,0,2,1,0,1
game_116,guatemala,philippines,1,0,4,2,1,0,0,0,2,1,0,2
game_1160,pakistan,south_korea,1,1,3,2,0,1,0,0,2,1,0,1
game_1161,mongolia,germany,1,1,3,2,0,1,0,0,2,1,0,1
game_1162,serbia,singapore,1,0,8,2,1,0,0,0,2,1,0,6
game_1163,mexico,morocco,1,0,4,2,1,0,0,0,2,1,0,2
game_1164,india,switzerland,1,0,5,0,1,0,0,0,2,1,0,5
game_1165,ethiopia,guatemala,1,0,4,6,0,0,1,0,0,0,1,-2
game_1166,netherlands,kazakhstan,1,1,4,3,0,1,0,0,2,1,0,1
game_1167,china,panama,1,0,2,1,1,0,0,0,2,1,0,1
game_1168,iceland,france,1,0,4,0,1,0,0,0,2,1,0,4
game_1169,philippines,usa,1,0,0,6,0,0,1,0,0,0,1,-6
game_117,panama,mongolia,1,0,4,2,1,0,0,0,2,1,0,2
game_1170,brazil,vietnam,1,0,7,0,1,0,0,0,2,1,0,7
game_1171,canada,peru,1,0,5,3,1,0,0,0,2,1,0,2
game_1172,panama,guatemala,1,1,3,2,0,1,0,0,2,1,0,1
game_1173,uae,south_korea,1,1,3,4,0,0,0,1,1,0,1,-1
game_1174,peru,morocco,1,1,3,4,0,0,0,1,1,0,1,-1
game_1175,switzerland,thailand,1,0,1,4,0,0,1,0,0,0,1,-3
game_1176,mongolia,saudi_arabia,1,0,2,1,1,0,0,0,2,1,0,1
game_1177,ethiopia,usa,1,0,5,3,1,0,0,0,2,1,0,2
game_1178,pakistan,rwanda,1,0,2,3,0,0,1,0,0,0,1,-1
game_1179,china,iceland,1,0,0,1,0,0,1,0,0,0,1,-1
game_118,uk,canada,1,1,3,4,0,0,0,1,1,0,1,-1
game_1180,indonesia,serbia,1,0,3,2,1,0,0,0,2,1,0,1
game_1181,south_korea,canada,1,0,6,3,1,0,0,0,2,1,0,3
game_1182,germany,mexico,1,0,2,4,0,0,1,0,0,0,1,-2
game_1183,kazakhstan,oman,1,0,3,4,0,0,1,0,0,0,1,-1
game_1184,panama,uae,1,0,4,3,1,0,0,0,2,1,0,1
game_1185,france,netherlands,1,0,1,2,0,0,1,0,0,0,1,-1
game_1186,singapore,guatemala,1,1,2,3,0,0,0,1,1,0,1,-1
game_1187,uk,new_zealand,1,0,2,4,0,0,1,0,0,0,1,-2
game_1188,brazil,india,1,0,7,2,1,0,0,0,2,1,0,5
game_1189,vietnam,philippines,1,0,3,2,1,0,0,0,2,1,0,1
game_119,kazakhstan,new_zealand,1,0,6,9,0,0,1,0,0,0,1,-3
game_1190,vietnam,india,1,0,2,3,0,0,1,0,0,0,1,-1
game_1191,brazil,morocco,1,0,5,2,1,0,0,0,2,1,0,3
game_1192,china,usa,1,0,5,1,1,0,0,0,2,1,0,4
game_1193,iceland,guatemala,1,0,7,4,1,0,0,0,2,1,0,3
game_1194,serbia,new_zealand,1,0,1,4,0,0,1,0,0,0,1,-3
game_1195,south_korea,pakistan,1,0,5,4,1,0,0,0,2,1,0,1
game_1196,saudi_arabia,mongolia,1,0,2,0,1,0,0,0,2,1,0,2
game_1197,mexico,germany,1,1,2,3,0,0,0,1,1,0,1,-1
game_1198,rwanda,netherlands,1,0,5,1,1,0,0,0,2,1,0,4
game_1199,uk,singapore,1,1,5,6,0,0,0,1,1,0,1,-1
game_12,philippines,south_korea,1,0,2,1,1,0,0,0,2,1,0,1
game_120,indonesia,netherlands,1,0,3,2,1,0,0,0,2,1,0,1
game_1200,panama,thailand,1,1,2,1,0,1,0,0,2,1,0,1
game_1201,indonesia,switzerland,1,0,2,4,0,0,1,0,0,0,1,-2
game_1202,canada,france,1,0,2,1,1,0,0,0,2,1,0,1
game_1203,philippines,oman,1,0,2,4,0,0,1,0,0,0,1,-2
game_1204,peru,kazakhstan,1,0,1,2,0,0,1,0,0,0,1,-1
game_1205,uae,ethiopia,1,1,5,4,0,1,0,0,2,1,0,1
game_1206,canada,thailand,1,0,3,1,1,0,0,0,2,1,0,2
game_1207,germany,pakistan,1,0,5,6,0,0,1,0,0,0,1,-1
game_1208,china,saudi_arabia,1,1,0,1,0,0,0,1,1,0,1,-1
game_1209,morocco,switzerland,1,0,7,1,1,0,0,0,2,1,0,6
game_121,vietnam,germany,1,0,0,5,0,0,1,0,0,0,1,-5
game_1210,south_korea,new_zealand,1,0,1,2,0,0,1,0,0,0,1,-1
game_1211,peru,rwanda,1,0,4,0,1,0,0,0,2,1,0,4
game_1212,singapore,philippines,1,1,5,6,0,0,0,1,1,0,1,-1
game_1213,france,kazakhstan,1,0,1,4,0,0,1,0,0,0,1,-3
game_1214,ethiopia,india,1,0,3,2,1,0,0,0,2,1,0,1
game_1215,guatemala,iceland,1,1,0,1,0,0,0,1,1,0,1,-1
game_1216,oman,serbia,1,0,2,4,0,0,1,0,0,0,1,-2
game_1217,uk,usa,1,1,2,3,0,0,0,1,1,0,1,-1
game_1218,brazil,indonesia,1,0,4,5,0,0,1,0,0,0,1,-1
game_1219,mongolia,netherlands,1,0,4,0,1,0,0,0,2,1,0,4
game_122,thailand,usa,1,0,5,4,1,0,0,0,2,1,0,1
game_1220,vietnam,uae,1,1,3,2,0,1,0,0,2,1,0,1
game_1221,mexico,panama,1,0,4,1,1,0,0,0,2,1,0,3
game_1222,morocco,usa,1,0,6,2,1,0,0,0,2,1,0,4
game_1223,rwanda,china,1,0,2,7,0,0,1,0,0,0,1,-5
game_1224,thailand,ethiopia,1,0,3,1,1,0,0,0,2,1,0,2
game_1225,peru,oman,1,1,6,5,0,1,0,0,2,1,0,1
game_1226,pakistan,mongolia,1,0,3,0,1,0,0,0,2,1,0,3
game_1227,new_zealand,indonesia,1,0,4,1,1,0,0,0,2,1,0,3
game_1228,switzerland,singapore,1,0,0,1,0,0,1,0,0,0,1,-1
game_1229,guatemala,serbia,1,1,2,3,0,0,0,1,1,0,1,-1
game_123,uae,brazil,1,1,3,2,0,1,0,0,2,1,0,1
game_1230,mexico,canada,1,0,4,1,1,0,0,0,2,1,0,3
game_1231,india,kazakhstan,1,1,2,3,0,0,0,1,1,0,1,-1
game_1232,vietnam,iceland,1,1,5,6,0,0,0,1,1,0,1,-1
game_1233,panama,germany,1,0,7,1,1,0,0,0,2,1,0,6
game_1234,uk,france,1,0,4,2,1,0,0,0,2,1,0,2
game_1235,netherlands,philippines,1,0,6,1,1,0,0,0,2,1,0,5
game_1236,south_korea,brazil,1,0,2,4,0,0,1,0,0,0,1,-2
game_1237,serbia,netherlands,1,0,5,2,1,0,0,0,2,1,0,3
game_1238,indonesia,thailand,1,0,1,2,0,0,1,0,0,0,1,-1
game_1239,canada,ethiopia,1,1,4,3,0,1,0,0,2,1,0,1
game_124,singapore,france,1,0,4,3,1,0,0,0,2,1,0,1
game_1240,saudi_arabia,mexico,1,0,4,3,1,0,0,0,2,1,0,1
game_1241,oman,germany,1,0,0,2,0,0,1,0,0,0,1,-2
game_1242,mongolia,uae,1,1,1,2,0,0,0,1,1,0,1,-1
game_1243,brazil,peru,1,1,2,3,0,0,0,1,1,0,1,-1
game_1244,vietnam,rwanda,1,0,5,4,1,0,0,0,2,1,0,1
game_1245,panama,philippines,1,1,1,2,0,0,0,1,1,0,1,-1
game_1246,singapore,uk,1,0,1,3,0,0,1,0,0,0,1,-2
game_1247,pakistan,china,1,0,1,4,0,0,1,0,0,0,1,-3
game_1248,switzerland,usa,1,0,5,1,1,0,0,0,2,1,0,4
game_1249,kazakhstan,iceland,1,1,2,1,0,1,0,0,2,1,0,1
game_125,usa,thailand,1,0,3,6,0,0,1,0,0,0,1,-3
game_1250,morocco,south_korea,1,0,8,4,1,0,0,0,2,1,0,4
game_1251,france,india,1,0,5,3,1,0,0,0,2,1,0,2
game_1252,pakistan,morocco,1,0,7,4,1,0,0,0,2,1,0,3
game_1253,thailand,vietnam,1,0,9,3,1,0,0,0,2,1,0,6
game_1254,philippines,iceland,1,0,3,2,1,0,0,0,2,1,0,1
game_1255,south_korea,mongolia,1,0,4,2,1,0,0,0,2,1,0,2
game_1256,saudi_arabia,brazil,1,0,2,3,0,0,1,0,0,0,1,-1
game_1257,usa,france,1,0,3,5,0,0,1,0,0,0,1,-2
game_1258,rwanda,ethiopia,1,0,2,5,0,0,1,0,0,0,1,-3
game_1259,indonesia,china,1,0,4,2,1,0,0,0,2,1,0,2
game_126,germany,south_korea,1,0,3,7,0,0,1,0,0,0,1,-4
game_1260,kazakhstan,canada,1,0,6,5,1,0,0,0,2,1,0,1
game_1261,germany,oman,1,0,3,2,1,0,0,0,2,1,0,1
game_1262,mexico,new_zealand,1,0,2,3,0,0,1,0,0,0,1,-1
game_1263,panama,guatemala,1,1,2,3,0,0,0,1,1,0,1,-1
game_1264,singapore,netherlands,1,0,1,10,0,0,1,0,0,0,1,-9
game_1265,serbia,uk,1,0,2,7,0,0,1,0,0,0,1,-5
game_1266,uae,india,1,0,4,2,1,0,0,0,2,1,0,2
game_1267,switzerland,peru,1,1,3,2,0,1,0,0,2,1,0,1
game_1268,singapore,usa,1,0,2,0,1,0,0,0,2,1,0,2
game_1269,canada,thailand,1,0,3,2,1,0,0,0,2,1,0,1
game_127,morocco,indonesia,1,0,1,4,0,0,1,0,0,0,1,-3
game_1270,morocco,peru,1,0,4,2,1,0,0,0,2,1,0,2
game_1271,uae,rwanda,1,1,4,3,0,1,0,0,2,1,0,1
game_1272,mexico,india,1,0,1,2,0,0,1,0,0,0,1,-1
game_1273,indonesia,ethiopia,1,0,3,6,0,0,1,0,0,0,1,-3
game_1274,south_korea,guatemala,1,0,3,7,0,0,1,0,0,0,1,-4
game_1275,germany,mongolia,1,0,7,5,1,0,0,0,2,1,0,2
game_1276,china,france,1,1,7,6,0,1,0,0,2,1,0,1
game_1277,uk,iceland,1,0,1,2,0,0,1,0,0,0,1,-1
game_1278,oman,panama,1,0,7,2,1,0,0,0,2,1,0,5
game_1279,pakistan,saudi_arabia,1,0,3,1,1,0,0,0,2,1,0,2
game_128,peru,serbia,1,1,5,6,0,0,0,1,1,0,1,-1
game_1280,new_zealand,netherlands,1,0,2,0,1,0,0,0,2,1,0,2
game_1281,brazil,philippines,1,0,1,4,0,0,1,0,0,0,1,-3
game_1282,serbia,kazakhstan,1,0,5,1,1,0,0,0,2,1,0,4
game_1283,vietnam,switzerland,1,0,2,1,1,0,0,0,2,1,0,1
game_1284,india,saudi_arabia,1,0,4,2,1,0,0,0,2,1,0,2
game_1285,oman,uae,1,0,5,4,1,0,0,0,2,1,0,1
game_1286,panama,kazakhstan,1,1,2,3,0,0,0,1,1,0,1,-1
game_1287,pakistan,guatemala,1,0,4,2,1,0,0,0,2,1,0,2
game_1288,philippines,serbia,1,0,3,2,1,0,0,0,2,1,0,1
game_1289,france,usa,1,0,3,0,1,0,0,0,2,1,0,3
game_129,mexico,pakistan,1,0,1,2,0,0,1,0,0,0,1,-1
game_1290,brazil,canada,1,0,7,4,1,0,0,0,2,1,0,3
game_1291,iceland,switzerland,1,0,7,1,1,0,0,0,2,1,0,6
game_1292,uk,rwanda,1,1,4,3,0,1,0,0,2,1,0,1
game_1293,netherlands,indonesia,1,0,2,1,1,0,0,0,2,1,0,1
game_1294,mexico,south_korea,1,0,4,0,1,0,0,0,2,1,0,4
game_1295,new_zealand,morocco,1,0,5,2,1,0,0,0,2,1,0,3
game_1296,peru,singapore,1,0,7,3,1,0,0,0,2,1,0,4
game_1297,philippines,thailand,1,0,4,5,0,0,1,0,0,0,1,-1
game_1298,mongolia,guatemala,1,1,1,2,0,0,0,1,1,0,1,-1
game_1299,pakistan,mexico,1,0,6,0,1,0,0,0,2,1,0,6
game_13,mexico,brazil,1,0,1,6,0,0,1,0,0,0,1,-5
game_130,brazil,new_zealand,1,0,3,2,1,0,0,0,2,1,0,1
game_1300,ethiopia,oman,1,0,7,3,1,0,0,0,2,1,0,4
game_1301,new_zealand,peru,1,0,2,1,1,0,0,0,2,1,0,1
game_1302,panama,china,1,0,1,4,0,0,1,0,0,0,1,-3
game_1303,serbia,usa,1,0,7,2,1,0,0,0,2,1,0,5
game_1304,canada,morocco,1,0,4,0,1,0,0,0,2,1,0,4
game_1305,iceland,kazakhstan,1,0,2,1,1,0,0,0,2,1,0,1
game_1306,indonesia,germany,1,0,4,2,1,0,0,0,2,1,0,2
game_1307,vietnam,saudi_arabia,1,0,5,2,1,0,0,0,2,1,0,3
game_1308,switzerland,france,1,0,2,0,1,0,0,0,2,1,0,2
game_1309,netherlands,south_korea,1,0,5,4,1,0,0,0,2,1,0,1
game_131,philippines,rwanda,1,0,4,0,1,0,0,0,2,1,0,4
game_1310,uk,uae,1,0,1,3,0,0,1,0,0,0,1,-2
game_1311,brazil,rwanda,1,0,3,0,1,0,0,0,2,1,0,3
game_1312,india,singapore,1,1,3,4,0,0,0,1,1,0,1,-1
game_132,saudi_arabia,uk,1,0,5,4,1,0,0,0,2,1,0,1
game_133,vietnam,china,1,0,3,5,0,0,1,0,0,0,1,-2
game_134,france,switzerland,1,1,4,3,0,1,0,0,2,1,0,1
game_135,kazakhstan,india,1,0,1,2,0,0,1,0,0,0,1,-1
game_136,mongolia,ethiopia,1,0,2,6,0,0,1,0,0,0,1,-4
game_137,oman,netherlands,1,0,1,3,0,0,1,0,0,0,1,-2
game_138,panama,canada,1,0,4,5,0,0,1,0,0,0,1,-1
game_139,guatemala,singapore,1,0,2,3,0,0,1,0,0,0,1,-1
game_14,oman,india,1,0,1,4,0,0,1,0,0,0,1,-3
game_140,iceland,uae,1,1,2,3,0,0,0,1,1,0,1,-1
game_141,new_zealand,thailand,1,1,1,2,0,0,0,1,1,0,1,-1
game_142,philippines,rwanda,1,0,4,1,1,0,0,0,2,1,0,3
game_143,china,mexico,1,0,3,4,0,0,1,0,0,0,1,-1
game_144,indonesia,saudi_arabia,1,0,2,3,0,0,1,0,0,0,1,-1
game_145,ethiopia,brazil,1,0,1,3,0,0,1,0,0,0,1,-2
game_146,kazakhstan,singapore,1,0,1,3,0,0,1,0,0,0,1,-2
game_147,india,south_korea,1,0,3,6,0,0,1,0,0,0,1,-3
game_148,morocco,vietnam,1,0,5,3,1,0,0,0,2,1,0,2
